,index,timestamp_actual,timestamp_pred
978,53239,2023-10-19 05:20:00,
979,53240,2023-10-19 05:30:00,
980,53241,2023-10-19 05:40:00,
981,53242,2023-10-19 05:50:00,
982,53243,2023-10-19 06:00:00,
983,53244,2023-10-19 06:10:00,
984,53245,2023-10-19 06:20:00,
985,53246,2023-10-19 06:30:00,
986,53247,2023-10-19 06:40:00,
987,53248,2023-10-19 06:50:00,
988,53249,2023-10-19 07:00:00,2023-10-19 07:40:00
989,53250,2023-10-19 07:10:00,
990,53251,2023-10-19 07:20:00,
991,53252,2023-10-19 07:30:00,
992,53253,2023-10-19 07:40:00,
993,53254,2023-10-19 07:50:00,
994,53255,2023-10-19 08:00:00,
995,53256,2023-10-19 08:10:00,
996,53257,2023-10-19 08:20:00,
997,53258,2023-10-19 08:30:00,
998,53259,2023-10-19 08:40:00,
999,53260,2023-10-19 08:50:00,2023-10-19 09:30:00
1000,53261,2023-10-19 09:00:00,2023-10-19 09:40:00
1001,53262,2023-10-19 09:10:00,2023-10-19 09:50:00
1002,53263,2023-10-19 09:20:00,2023-10-19 10:00:00
1003,53264,2023-10-19 09:30:00,2023-10-19 10:10:00
1004,53265,2023-10-19 09:40:00,2023-10-19 10:20:00
1005,53266,2023-10-19 09:50:00,2023-10-19 10:30:00
1006,53267,2023-10-19 10:00:00,2023-10-19 10:40:00
1007,53268,2023-10-19 10:10:00,2023-10-19 10:50:00
1008,53269,2023-10-19 10:20:00,2023-10-19 11:00:00
1009,53270,2023-10-19 10:30:00,
1010,53271,2023-10-19 10:40:00,2023-10-19 11:20:00
1011,53272,2023-10-19 10:50:00,2023-10-19 11:30:00
1012,53273,2023-10-19 11:00:00,2023-10-19 11:40:00
1013,53274,2023-10-19 11:10:00,
1014,53275,2023-10-19 11:20:00,
1015,53276,2023-10-19 11:30:00,
1016,53277,2023-10-19 11:40:00,
1017,53278,2023-10-19 11:50:00,
1018,53279,2023-10-19 12:00:00,
1019,53280,2023-10-19 12:10:00,
1020,53281,2023-10-19 12:20:00,
1021,53282,2023-10-19 12:30:00,
1022,53283,2023-10-19 12:40:00,
1023,53284,2023-10-19 12:50:00,
1024,53285,2023-10-19 13:00:00,
1025,53286,2023-10-19 13:10:00,
1026,53287,2023-10-19 13:20:00,
1027,53288,2023-10-19 13:30:00,
1028,53289,2023-10-19 13:40:00,
1029,53290,2023-10-19 13:50:00,
1030,53291,2023-10-19 14:00:00,
1031,53292,2023-10-19 14:10:00,
1032,53293,2023-10-19 14:20:00,
1033,53294,2023-10-19 14:30:00,
1034,53295,2023-10-19 14:40:00,
1035,53296,2023-10-19 14:50:00,
1036,53297,2023-10-19 15:00:00,
1037,53298,2023-10-19 15:10:00,
1038,53299,2023-10-19 15:20:00,
1039,53300,2023-10-19 15:30:00,
1040,53301,2023-10-19 15:40:00,
1041,53302,2023-10-19 15:50:00,
1042,53303,2023-10-19 16:00:00,
1043,53304,2023-10-19 16:10:00,
1044,53305,2023-10-19 16:20:00,
1045,53306,2023-10-19 16:30:00,
1046,53307,2023-10-19 16:40:00,
1047,53308,2023-10-19 16:50:00,
1048,53309,2023-10-19 17:00:00,
1049,53310,2023-10-19 17:10:00,
1050,53311,2023-10-19 17:20:00,
1051,53312,2023-10-19 17:30:00,
1052,53313,2023-10-19 17:40:00,
1053,53314,2023-10-19 17:50:00,
1054,53315,2023-10-19 18:00:00,
1055,53316,2023-10-19 18:10:00,
1056,53317,2023-10-19 18:20:00,
1057,53318,2023-10-19 18:30:00,
1058,53319,2023-10-19 18:40:00,
1059,53320,2023-10-19 18:50:00,
1060,53321,2023-10-19 19:00:00,
1061,53322,2023-10-19 19:10:00,
1062,53323,2023-10-19 19:20:00,
1063,53324,2023-10-19 19:30:00,
1064,53325,2023-10-19 19:40:00,
1065,53326,2023-10-19 19:50:00,
1066,53327,2023-10-19 20:00:00,
1067,53328,2023-10-19 20:10:00,
1068,53329,2023-10-19 20:20:00,
1069,53330,2023-10-19 20:30:00,
1070,53331,2023-10-19 20:40:00,
1071,53332,2023-10-19 20:50:00,
1072,53333,2023-10-19 21:00:00,
1073,53334,2023-10-19 21:10:00,
1074,53335,2023-10-19 21:20:00,
1075,53336,2023-10-19 21:30:00,
1076,53337,2023-10-19 21:40:00,
1077,53338,2023-10-19 21:50:00,
1078,53339,2023-10-19 22:00:00,
1079,53340,2023-10-19 22:10:00,
1080,53341,2023-10-19 22:20:00,
1081,53342,2023-10-19 22:30:00,
1082,53343,2023-10-19 22:40:00,
1083,53344,2023-10-19 22:50:00,
1084,53345,2023-10-19 23:00:00,
1085,53346,2023-10-19 23:10:00,
1086,53347,2023-10-19 23:20:00,
1087,53348,2023-10-19 23:30:00,
1088,53349,2023-10-19 23:40:00,
1089,53350,2023-10-19 23:50:00,
1090,53351,2023-10-20 00:00:00,
1091,53352,2023-10-20 00:10:00,
1092,53353,2023-10-20 00:20:00,
1093,53354,2023-10-20 00:30:00,
1094,53355,2023-10-20 00:40:00,
1095,53356,2023-10-20 00:50:00,
1096,53357,2023-10-20 01:00:00,
1097,53358,2023-10-20 01:10:00,
1098,53359,2023-10-20 01:20:00,
1099,53360,2023-10-20 01:30:00,
1100,53361,2023-10-20 01:40:00,
1101,53362,2023-10-20 01:50:00,
1102,53363,2023-10-20 02:00:00,
1103,53364,2023-10-20 02:10:00,
1104,53365,2023-10-20 02:20:00,
1105,53366,2023-10-20 02:30:00,
1106,53367,2023-10-20 02:40:00,
1107,53368,2023-10-20 02:50:00,
1108,53369,2023-10-20 03:00:00,
1109,53370,2023-10-20 03:10:00,
1110,53371,2023-10-20 03:20:00,
1111,53372,2023-10-20 03:30:00,
1112,53373,2023-10-20 03:40:00,
1113,53374,2023-10-20 03:50:00,
1114,53375,2023-10-20 04:00:00,
1115,53376,2023-10-20 04:10:00,
1116,53377,2023-10-20 04:20:00,
1117,53378,2023-10-20 04:30:00,
1118,53379,2023-10-20 04:40:00,
1119,53380,2023-10-20 04:50:00,
1120,53381,2023-10-20 05:00:00,
1121,53382,2023-10-20 05:10:00,
1122,53383,2023-10-20 05:20:00,
1123,53384,2023-10-20 05:30:00,
1124,53385,2023-10-20 05:40:00,
1125,53386,2023-10-20 05:50:00,
1126,53387,2023-10-20 06:00:00,
1127,53388,2023-10-20 06:10:00,
1128,53389,2023-10-20 06:20:00,
1129,53390,2023-10-20 06:30:00,
1130,53391,2023-10-20 06:40:00,
1131,53392,2023-10-20 06:50:00,
1132,53393,2023-10-20 07:00:00,
1133,53394,2023-10-20 07:10:00,
1134,53395,2023-10-20 07:20:00,
1135,53396,2023-10-20 07:30:00,
1136,53397,2023-10-20 07:40:00,
1137,53398,2023-10-20 07:50:00,
1138,53399,2023-10-20 08:00:00,
1139,53400,2023-10-20 08:10:00,
1140,53401,2023-10-20 08:20:00,
1141,53402,2023-10-20 08:30:00,
1142,53403,2023-10-20 08:40:00,
1143,53404,2023-10-20 08:50:00,
1144,53405,2023-10-20 09:00:00,
1145,53406,2023-10-20 09:10:00,
1146,53407,2023-10-20 09:20:00,
1147,53408,2023-10-20 09:30:00,
1148,53409,2023-10-20 09:40:00,
1149,53410,2023-10-20 09:50:00,
1150,53411,2023-10-20 10:00:00,
1151,53412,2023-10-20 10:10:00,
1152,53413,2023-10-20 10:20:00,
1153,53414,2023-10-20 10:30:00,
1154,53415,2023-10-20 10:40:00,
1155,53416,2023-10-20 10:50:00,
1156,53417,2023-10-20 11:00:00,
1157,53418,2023-10-20 11:10:00,
1158,53419,2023-10-20 11:20:00,
1159,53420,2023-10-20 11:30:00,
1160,53421,2023-10-20 11:40:00,
1161,53422,2023-10-20 11:50:00,
1162,53423,2023-10-20 12:00:00,
1163,53424,2023-10-20 12:10:00,
1164,53425,2023-10-20 12:20:00,
1165,53426,2023-10-20 12:30:00,
1166,53427,2023-10-20 12:40:00,
1167,53428,2023-10-20 12:50:00,
1168,53429,2023-10-20 13:00:00,
1169,53430,2023-10-20 13:10:00,
1170,53431,2023-10-20 13:20:00,
1171,53432,2023-10-20 13:30:00,2023-10-20 14:10:00
1172,53433,2023-10-20 13:40:00,
1173,53434,2023-10-20 13:50:00,
1174,53435,2023-10-20 14:00:00,
1175,53436,2023-10-20 14:10:00,
1176,53437,2023-10-20 14:20:00,
1177,53438,2023-10-20 14:30:00,
1178,53439,2023-10-20 14:40:00,
1179,53440,2023-10-20 14:50:00,
1180,53441,2023-10-20 15:00:00,
1181,53442,2023-10-20 15:10:00,
1182,53443,2023-10-20 15:20:00,
1183,53444,2023-10-20 15:30:00,
1184,53445,2023-10-20 15:40:00,
1185,53446,2023-10-20 15:50:00,
1186,53447,2023-10-20 16:00:00,
1187,53448,2023-10-20 16:10:00,
1188,53449,2023-10-20 16:20:00,
1189,53450,2023-10-20 16:30:00,
1190,53451,2023-10-20 16:40:00,
1191,53452,2023-10-20 16:50:00,
1192,53453,2023-10-20 17:00:00,
1193,53454,2023-10-20 17:10:00,
1194,53455,2023-10-20 17:20:00,
1195,53456,2023-10-20 17:30:00,
1196,53457,2023-10-20 17:40:00,
1197,53458,2023-10-20 17:50:00,
1198,53459,2023-10-20 18:00:00,
1199,53460,2023-10-20 18:10:00,
1200,53461,2023-10-20 18:20:00,
1201,53462,2023-10-20 18:30:00,
1202,53463,2023-10-20 18:40:00,
1203,53464,2023-10-20 18:50:00,
1204,53465,2023-10-20 19:00:00,
1205,53466,2023-10-20 19:10:00,
1206,53467,2023-10-20 19:20:00,
1207,53468,2023-10-20 19:30:00,
1208,53469,2023-10-20 19:40:00,
1209,53470,2023-10-20 19:50:00,
1210,53471,2023-10-20 20:00:00,
1211,53472,2023-10-20 20:10:00,
1212,53473,2023-10-20 20:20:00,
1213,53474,2023-10-20 20:30:00,
1214,53475,2023-10-20 20:40:00,
1215,53476,2023-10-20 20:50:00,
1216,53477,2023-10-20 21:00:00,
1217,53478,2023-10-20 21:10:00,
1218,53479,2023-10-20 21:20:00,
1219,53480,2023-10-20 21:30:00,
1220,53481,2023-10-20 21:40:00,
1221,53482,2023-10-20 21:50:00,
1222,53483,2023-10-20 22:00:00,
1223,53484,2023-10-20 22:10:00,
1224,53485,2023-10-20 22:20:00,
1225,53486,2023-10-20 22:30:00,
1226,53487,2023-10-20 22:40:00,
1227,53488,2023-10-20 22:50:00,
1228,53489,2023-10-20 23:00:00,
1229,53490,2023-10-20 23:10:00,
1230,53491,2023-10-20 23:20:00,2023-10-21 00:00:00
1231,53492,2023-10-20 23:30:00,2023-10-21 00:10:00
1232,53493,2023-10-20 23:40:00,2023-10-21 00:20:00
1233,53494,2023-10-20 23:50:00,
1234,53495,2023-10-21 00:00:00,
1235,53496,2023-10-21 00:10:00,
1236,53497,2023-10-21 00:20:00,
1237,53498,2023-10-21 00:30:00,
1238,53499,2023-10-21 00:40:00,
1239,53500,2023-10-21 00:50:00,
1240,53501,2023-10-21 01:00:00,
1241,53502,2023-10-21 01:10:00,
1242,53503,2023-10-21 01:20:00,
1243,53504,2023-10-21 01:30:00,
1244,53505,2023-10-21 01:40:00,
1245,53506,2023-10-21 01:50:00,
1246,53507,2023-10-21 02:00:00,
1247,53508,2023-10-21 02:10:00,
1248,53509,2023-10-21 02:20:00,
1249,53510,2023-10-21 02:30:00,
1250,53511,2023-10-21 02:40:00,
1251,53512,2023-10-21 02:50:00,
1252,53513,2023-10-21 03:00:00,
1253,53514,2023-10-21 03:10:00,
1254,53515,2023-10-21 03:20:00,
1255,53516,2023-10-21 03:30:00,
1256,53517,2023-10-21 03:40:00,
1257,53518,2023-10-21 03:50:00,
1258,53519,2023-10-21 04:00:00,
1259,53520,2023-10-21 04:10:00,
1260,53521,2023-10-21 04:20:00,
1261,53522,2023-10-21 04:30:00,
1262,53523,2023-10-21 04:40:00,
1263,53524,2023-10-21 04:50:00,
1264,53525,2023-10-21 05:00:00,
1265,53526,2023-10-21 05:10:00,
1266,53527,2023-10-21 05:20:00,
1267,53528,2023-10-21 05:30:00,
1268,53529,2023-10-21 05:40:00,
1269,53530,2023-10-21 05:50:00,
1270,53531,2023-10-21 06:00:00,
1271,53532,2023-10-21 06:10:00,
1272,53533,2023-10-21 06:20:00,
1273,53534,2023-10-21 06:30:00,
1274,53535,2023-10-21 06:40:00,
1275,53536,2023-10-21 06:50:00,
1276,53537,2023-10-21 07:00:00,
1277,53538,2023-10-21 07:10:00,
1278,53539,2023-10-21 07:20:00,
1279,53540,2023-10-21 07:30:00,
1280,53541,2023-10-21 07:40:00,
1281,53542,2023-10-21 07:50:00,
1282,53543,2023-10-21 08:00:00,
1283,53544,2023-10-21 08:10:00,
1284,53545,2023-10-21 08:20:00,
1285,53546,2023-10-21 08:30:00,
1286,53547,2023-10-21 08:40:00,
1287,53548,2023-10-21 08:50:00,
1288,53549,2023-10-21 09:00:00,
1289,53550,2023-10-21 09:10:00,
1290,53551,2023-10-21 09:20:00,
1291,53552,2023-10-21 09:30:00,
1292,53553,2023-10-21 09:40:00,
1293,53554,2023-10-21 09:50:00,
1294,53555,2023-10-21 10:00:00,
1295,53556,2023-10-21 10:10:00,
1296,53557,2023-10-21 10:20:00,
1297,53558,2023-10-21 10:30:00,
1298,53559,2023-10-21 10:40:00,
1299,53560,2023-10-21 10:50:00,
1300,53561,2023-10-21 11:00:00,
1301,53562,2023-10-21 11:10:00,
1302,53563,2023-10-21 11:20:00,
1303,53564,2023-10-21 11:30:00,
1304,53565,2023-10-21 11:40:00,
1305,53566,2023-10-21 11:50:00,
1306,53567,2023-10-21 12:00:00,
1307,53568,2023-10-21 12:10:00,
1308,53569,2023-10-21 12:20:00,
1309,53570,2023-10-21 12:30:00,
1310,53571,2023-10-21 12:40:00,
1311,53572,2023-10-21 12:50:00,
1312,53573,2023-10-21 13:00:00,
1313,53574,2023-10-21 13:10:00,
1314,53575,2023-10-21 13:20:00,
1315,53576,2023-10-21 13:30:00,
1316,53577,2023-10-21 13:40:00,
1317,53578,2023-10-21 13:50:00,
1318,53579,2023-10-21 14:00:00,
1319,53580,2023-10-21 14:10:00,
1320,53581,2023-10-21 14:20:00,2023-10-21 15:00:00
1321,53582,2023-10-21 14:30:00,2023-10-21 15:10:00
1322,53583,2023-10-21 14:40:00,2023-10-21 15:20:00
1323,53584,2023-10-21 14:50:00,
1324,53585,2023-10-21 15:00:00,
1325,53586,2023-10-21 15:10:00,
1326,53587,2023-10-21 15:20:00,
1327,53588,2023-10-21 15:30:00,
1328,53589,2023-10-21 15:40:00,
1329,53590,2023-10-21 15:50:00,
1330,53591,2023-10-21 16:00:00,
1331,53592,2023-10-21 16:10:00,
1332,53593,2023-10-21 16:20:00,
1333,53594,2023-10-21 16:30:00,
1334,53595,2023-10-21 16:40:00,
1335,53596,2023-10-21 16:50:00,
1336,53597,2023-10-21 17:00:00,
1337,53598,2023-10-21 17:10:00,
1338,53599,2023-10-21 17:20:00,
1339,53600,2023-10-21 17:30:00,
1340,53601,2023-10-21 17:40:00,
1341,53602,2023-10-21 17:50:00,
1342,53603,2023-10-21 18:00:00,
1343,53604,2023-10-21 18:10:00,
1344,53605,2023-10-21 18:20:00,
1345,53606,2023-10-21 18:30:00,
1346,53607,2023-10-21 18:40:00,
1347,53608,2023-10-21 18:50:00,
1348,53609,2023-10-21 19:00:00,
1349,53610,2023-10-21 19:10:00,
1350,53611,2023-10-21 19:20:00,
1351,53612,2023-10-21 19:30:00,
1352,53613,2023-10-21 19:40:00,
1353,53614,2023-10-21 19:50:00,
1354,53615,2023-10-21 20:00:00,
1355,53616,2023-10-21 20:10:00,
1356,53617,2023-10-21 20:20:00,
1357,53618,2023-10-21 20:30:00,
1358,53619,2023-10-21 20:40:00,
1359,53620,2023-10-21 20:50:00,
1360,53621,2023-10-21 21:00:00,
1361,53622,2023-10-21 21:10:00,
1362,53623,2023-10-21 21:20:00,
1363,53624,2023-10-21 21:30:00,
1364,53625,2023-10-21 21:40:00,
1365,53626,2023-10-21 21:50:00,
1366,53627,2023-10-21 22:00:00,
1367,53628,2023-10-21 22:10:00,
1368,53629,2023-10-21 22:20:00,
1369,53630,2023-10-21 22:30:00,
1370,53631,2023-10-21 22:40:00,
1371,53632,2023-10-21 22:50:00,
1372,53633,2023-10-21 23:00:00,
1373,53634,2023-10-21 23:10:00,
1374,53635,2023-10-21 23:20:00,
1375,53636,2023-10-21 23:30:00,
1376,53637,2023-10-21 23:40:00,
1377,53638,2023-10-21 23:50:00,
1378,53639,2023-10-22 00:00:00,
1379,53640,2023-10-22 00:10:00,
1380,53641,2023-10-22 00:20:00,
1381,53642,2023-10-22 00:30:00,
1382,53643,2023-10-22 00:40:00,
1383,53644,2023-10-22 00:50:00,
1384,53645,2023-10-22 01:00:00,
1385,53646,2023-10-22 01:10:00,
1386,53647,2023-10-22 01:20:00,
1387,53648,2023-10-22 01:30:00,
1388,53649,2023-10-22 01:40:00,
1389,53650,2023-10-22 01:50:00,
1390,53651,2023-10-22 02:00:00,
1391,53652,2023-10-22 02:10:00,
1392,53653,2023-10-22 02:20:00,
1393,53654,2023-10-22 02:30:00,
1394,53655,2023-10-22 02:40:00,
1395,53656,2023-10-22 02:50:00,
1396,53657,2023-10-22 03:00:00,
1397,53658,2023-10-22 03:10:00,
1398,53659,2023-10-22 03:20:00,
1399,53660,2023-10-22 03:30:00,
1400,53661,2023-10-22 03:40:00,
1401,53662,2023-10-22 03:50:00,
1402,53663,2023-10-22 04:00:00,
1403,53664,2023-10-22 04:10:00,2023-10-22 04:50:00
1404,53665,2023-10-22 04:20:00,2023-10-22 05:00:00
1405,53666,2023-10-22 04:30:00,
1406,53667,2023-10-22 04:40:00,
1407,53668,2023-10-22 04:50:00,
1408,53669,2023-10-22 05:00:00,
1409,53670,2023-10-22 05:10:00,
1410,53671,2023-10-22 05:20:00,
1411,53672,2023-10-22 05:30:00,
1412,53673,2023-10-22 05:40:00,
1413,53674,2023-10-22 05:50:00,
1414,53675,2023-10-22 06:00:00,
1415,53676,2023-10-22 06:10:00,
1416,53677,2023-10-22 06:20:00,
1417,53678,2023-10-22 06:30:00,
1418,53679,2023-10-22 06:40:00,
1419,53680,2023-10-22 06:50:00,
1420,53681,2023-10-22 07:00:00,
1421,53682,2023-10-22 07:10:00,
1422,53683,2023-10-22 07:20:00,2023-10-22 08:00:00
1423,53684,2023-10-22 07:30:00,
1424,53685,2023-10-22 07:40:00,
1425,53686,2023-10-22 07:50:00,
1426,53687,2023-10-22 08:00:00,
1427,53688,2023-10-22 08:10:00,
1428,53689,2023-10-22 08:20:00,
1429,53690,2023-10-22 08:30:00,
1430,53691,2023-10-22 08:40:00,
1431,53692,2023-10-22 08:50:00,
1432,53693,2023-10-22 09:00:00,
1433,53694,2023-10-22 09:10:00,
1434,53695,2023-10-22 09:20:00,
1435,53696,2023-10-22 09:30:00,
1436,53697,2023-10-22 09:40:00,
1437,53698,2023-10-22 09:50:00,
1438,53699,2023-10-22 10:00:00,
1439,53700,2023-10-22 10:10:00,
